"","logFC","logCPM","PValue","FDR","ID"
"35170",-0.896136948182671,4.79973838493566,0.000384247537608913,0.0141485432598139,"35170"
"19857",-0.893720135251779,5.4135868283317,0.000259927628524493,0.0102732622949686,"19857"
"23324",-0.891969586016171,6.89781256323301,0.000165398787654785,0.00712221390515862,"23324"
"12687",-0.889181036858311,6.34466342645982,0.000170920968576658,0.00735123140773386,"12687"
"29075",-0.887015801041891,5.55418695915264,0.000260230029399902,0.0102739612810673,"29075"
"23777",-0.886325657631135,4.00447232189304,0.000733063313516765,0.0238097116725945,"23777"
"3306",-0.881250461519444,5.34009979088565,0.000301541525967904,0.0116875681681545,"3306"
"35067",-0.88090860993829,7.92732112276475,0.000145717924810329,0.00642815564398623,"35067"
"7281",-0.880458920161597,3.72198135953961,0.00147410457900873,0.0414922494021294,"7281"
"18495",-0.87933260193107,5.50168077423357,0.000292366816115669,0.0113685954305322,"18495"
"24808",-0.877605571247608,6.21597389815397,0.000219116495074327,0.00897482261606933,"24808"
"38270",-0.875254089285694,4.23227506785262,0.000703169488785685,0.0230671554571195,"38270"
"35083",-0.873533028303519,6.28960616648184,0.000235714093477135,0.00950362353421501,"35083"
"29427",-0.87284057626555,5.84991880716467,0.000307966298804666,0.0118982482787648,"29427"
"28647",-0.867010765706482,5.42884893760218,0.000348040123594324,0.0131508145129855,"28647"
"15421",-0.86647623822884,6.73966715687656,0.000222547034897514,0.00909468828343917,"15421"
"3993",-0.866443320555436,5.37980868144702,0.000465437401154137,0.0165471020893074,"3993"
"3283",-0.864716937969657,4.99496987290305,0.000486378123165584,0.0171563583327762,"3283"
"3376",-0.859939454823047,3.61744529842745,0.00170086069166136,0.0462513625159006,"3376"
"6240",-0.858012986623602,7.01190089188944,0.00024308736553683,0.00975729431078587,"6240"
"36974",-0.856298902198474,4.01927982275162,0.0013880037242652,0.0395000902130204,"36974"
"11028",-0.852530097600646,4.57186826197191,0.000741337504530564,0.0240132994377697,"11028"
"27967",-0.849722682520096,7.58190555214411,0.000255529045958277,0.010143856571402,"27967"
"9162",-0.846733433515486,5.26855102526465,0.000518727777289978,0.0180042244690899,"9162"
"40920",-0.846004480101373,6.31482794615585,0.000359333822394019,0.0134787536185948,"40920"
"2221",-0.845025252600033,4.1233890868493,0.0014468075571562,0.0408194297888831,"2221"
"11534",-0.844971793377864,7.86568122670667,0.000271904852410133,0.0106417425154226,"11534"
"15999",-0.839182990763804,5.85059058716354,0.000432801764092305,0.0155601074221159,"15999"
"35966",-0.838027172645153,4.0300380574389,0.00147563652722252,0.041502996168998,"35966"
"23029",-0.837505706327681,5.38542776486292,0.000592980928347596,0.0200165732454846,"23029"
"3859",-0.836042804633654,5.96763965786509,0.000473761367845626,0.0167933977983393,"3859"
"14728",-0.831884296377423,4.81187540018464,0.000875181226909478,0.0273664770996781,"14728"
"27998",-0.831176678391268,5.45562051504279,0.00058387058107962,0.0198480450772586,"27998"
"9922",-0.82546490750158,6.0563609284549,0.000524673916228125,0.0181175677197051,"9922"
"25215",-0.825050938574248,7.25886614535834,0.000402532283966834,0.0147017990556105,"25215"
"327",-0.82192320578567,5.66523778174992,0.00075395294017462,0.024291421291251,"327"
"3207",-0.820868067162585,5.08331230348182,0.000847730003101938,0.0266931388847587,"3207"
"35069",-0.820578422766212,5.14642777365344,0.000887640493715518,0.0276797330713208,"35069"
"6966",-0.819649914979815,5.60605498131501,0.000691856287205154,0.0227788632516405,"6966"
"22787",-0.815789926799933,4.98889718231033,0.000921325957070664,0.02845558589491,"22787"
"29972",-0.81226268308567,4.14927314726373,0.00172035394445686,0.0465359610837525,"29972"
"24441",-0.808629262241355,7.6608650519602,0.000498215491777751,0.0174714344225463,"24441"
"2980",-0.807019833842971,5.10143189800435,0.00098943202004426,0.0302061374308774,"2980"
"7387",-0.805635996254464,6.32531305532323,0.000662827033576502,0.0219835602082795,"7387"
"34896",-0.804278018140994,4.45293651322079,0.00151450177555225,0.0424958809542926,"34896"
"11030",-0.800789126136015,4.4952541834239,0.00157658565154298,0.0435947074604817,"11030"
"33059",-0.798924785825957,5.81773458758338,0.000850001743539815,0.026741336456525,"33059"
"25930",-0.796686291264916,5.64196710184909,0.000979039557625998,0.0299395274889272,"25930"
"3991",-0.793573464258827,7.1743964007358,0.000693696149691725,0.0228186194727675,"3991"
"30956",-0.793128449315859,5.68913750524293,0.00103280126944814,0.031265632389292,"30956"
"3992",-0.790876175474689,6.9498387845178,0.000759212072781534,0.0243925806500914,"3992"
"41159",-0.787514585371036,6.01299949094224,0.000983187644708794,0.0300409196945951,"41159"
"14811",-0.785741144853776,4.6916326055562,0.00174159142694481,0.0470047319680656,"14811"
"29077",-0.778368741923218,5.39017209237799,0.00144085061721305,0.0407428687907153,"29077"
"19358",-0.778019515733347,6.23850939793895,0.00103406245405624,0.0312775722167809,"19358"
"9378",-0.77581892390559,9.1147274147473,0.000755625292154975,0.0243235848951046,"9378"
"29076",-0.775664658910441,5.37439099349813,0.00152218468461808,0.0425906372593924,"29076"
"17223",-0.772915867316409,6.63518361795565,0.00102264414521499,0.0310623855051203,"17223"
"3029",-0.758325841727122,6.60932966327254,0.00125212894251877,0.036470015432949,"3029"
"39434",-0.756095907264521,6.40571169953992,0.00136018930225186,0.0389234186929091,"39434"
"3994",-0.749070876922671,6.54742825172714,0.0015550641606518,0.0432648344156671,"3994"
"41049",-0.739969526088236,6.0330840889532,0.00187809575751852,0.0498029458090619,"41049"
"13318",-0.722368010729489,8.20865423442274,0.00177175934686904,0.047638201646548,"13318"
